COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_AMOUNT,CLIENT_ID,CLIENT_NAME,CREATED_DATE
28006,07/01/2014,09/30/2014,19981,Craig,,Galler,$62.00,14759,"Xerox Business Services, LLC",10/14/2014
28139,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,10/15/2014
28143,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",10/15/2014
28148,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,10/16/2014
28150,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,10/16/2014
28151,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,10/16/2014
28153,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,10/16/2014
28154,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,10/16/2014
28157,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,10/16/2014
28158,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,10/16/2014
28160,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",10/16/2014
28162,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",10/16/2014
28164,07/01/2014,09/30/2014,21265,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,10/16/2014
31854,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,12/22/2014
31858,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,12/22/2014
31860,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,12/22/2014
31864,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",12/22/2014
31867,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",12/22/2014
31872,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",12/22/2014
31885,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,12/22/2014
31898,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,12/22/2014
31904,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,12/22/2014
31905,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,12/22/2014
31909,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,12/22/2014
31914,07/01/2014,09/30/2014,22281,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,12/22/2014
31982,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,12/29/2014
31985,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",12/29/2014
31989,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,12/29/2014
31999,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,12/29/2014
32006,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",12/29/2014
32008,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",12/29/2014
32010,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,12/29/2014
32016,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,12/29/2014
32018,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,12/29/2014
32021,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,12/29/2014
32022,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,12/29/2014
32049,07/01/2014,09/30/2014,22322,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,12/29/2014
33221,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,01/12/2015
33228,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,01/12/2015
33234,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",01/12/2015
33236,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,01/12/2015
33238,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,01/12/2015
33245,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,01/12/2015
33258,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,01/12/2015
33266,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",01/12/2015
33271,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,01/12/2015
33280,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,01/12/2015
33283,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",01/12/2015
33285,07/01/2014,09/30/2014,22504,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,01/12/2015
37436,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,06/10/2015
37437,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,06/10/2015
37451,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,06/10/2015
37455,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,06/10/2015
37467,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",06/10/2015
37492,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",06/10/2015
37495,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,06/10/2015
37497,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,06/10/2015
37499,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,06/10/2015
37504,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,06/10/2015
37511,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",06/10/2015
37516,07/01/2014,09/30/2014,25343,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,06/10/2015
37562,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,06/11/2015
37569,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",06/11/2015
37576,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,06/11/2015
37585,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,06/11/2015
37592,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,06/11/2015
37616,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,06/11/2015
37624,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,06/11/2015
37644,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,06/11/2015
37645,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,06/11/2015
37648,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",06/11/2015
37654,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,06/11/2015
37655,07/01/2014,09/30/2014,25381,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",06/11/2015
37666,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,06/11/2015
37675,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",06/11/2015
37677,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,06/11/2015
37689,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,06/11/2015
37692,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,06/11/2015
37718,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,06/11/2015
37728,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,06/11/2015
37747,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,06/11/2015
37750,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,06/11/2015
37752,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",06/11/2015
37756,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,06/11/2015
37758,07/01/2014,09/30/2014,25382,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",06/11/2015
37770,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,06/11/2015
37777,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",06/11/2015
37779,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,06/11/2015
37792,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,06/11/2015
37796,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,06/11/2015
37820,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,06/11/2015
37829,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,06/11/2015
37849,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,06/11/2015
37853,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,06/11/2015
37855,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",06/11/2015
37859,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,06/11/2015
37862,07/01/2014,09/30/2014,25383,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",06/11/2015
37872,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$2635.00,12550,Music and Dance Theater Chicago,06/11/2015
37878,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$85.00,12894,"Compass Group USA, Inc",06/11/2015
37885,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$1197.50,12899,North Park University,06/11/2015
37896,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$1415.25,15923,Intrinsic Schools,06/11/2015
37901,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$994.50,15924,Noble Network of Charter Schools,06/11/2015
37924,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$765.00,20665,Arthur 7159 LLC,06/11/2015
37932,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$170.00,20667,Randolph Place Residences Condominium Association,06/11/2015
37952,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$425.00,22661,Brian A. Lindstrom,06/11/2015
37956,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$297.50,22662,Deke Pappas,06/11/2015
37957,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$1062.50,22663,"The Adams Group, Inc.",06/11/2015
37963,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$1742.50,23681,363 Erie LLC,06/11/2015
37965,07/01/2014,09/30/2014,25384,Joseph ,P.,Gattuso,$977.50,23703,"Berry, Alan and Nancy",06/11/2015
29479,07/01/2014,09/30/2014,21442,John,J,George,$300.00,22521,121 E Cermak LLC,10/22/2014
29482,07/01/2014,09/30/2014,21442,John,J,George,$500.00,19170,"AMLI Residential/ 900 S. Clark Associates, LLC",10/22/2014
29483,07/01/2014,09/30/2014,21442,John,J,George,$500.00,17921,"American Heritage Investments, LLC",10/22/2014
29487,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,12478,John Buck Co.,10/22/2014
29495,07/01/2014,09/30/2014,21442,John,J,George,$2000.00,22525,FoodSmith Huron Associates LLC,10/22/2014
29497,07/01/2014,09/30/2014,21442,John,J,George,$500.00,22527,Garvey Court LLC,10/22/2014
29498,07/01/2014,09/30/2014,21442,John,J,George,$3000.00,12328,Golub & Co.,10/22/2014
29499,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,12331,Hines Corp,10/22/2014
29501,07/01/2014,09/30/2014,21442,John,J,George,$500.00,15784,Johnny's Ice House,10/22/2014
29502,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,20103,"Jupiter Realty Company,. LLC",10/22/2014
29505,07/01/2014,09/30/2014,21442,John,J,George,$5000.00,12215,"Lakeshore East, LLC",10/22/2014
29506,07/01/2014,09/30/2014,21442,John,J,George,$500.00,17923,LP Ventures LLP,10/22/2014
29507,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,12310,"M & R Development, LLC",10/22/2014
29527,07/01/2014,09/30/2014,21442,John,J,George,$500.00,20106,Merchandise Mart,10/23/2014
29531,07/01/2014,09/30/2014,21442,John,J,George,$500.00,22529,NEBEL Inc,10/23/2014
29532,07/01/2014,09/30/2014,21442,John,J,George,$5000.00,12021,O'Donnell Investment Co,10/23/2014
29533,07/01/2014,09/30/2014,21442,John,J,George,$500.00,21341,"One Financial Property, LLC",10/23/2014
29539,07/01/2014,09/30/2014,21442,John,J,George,$500.00,21922,Sears Holdings Corporation,10/23/2014
29541,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,12072,Standard Parking,10/23/2014
29542,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,16344,Sterling Bay Companies,10/23/2014
29544,07/01/2014,09/30/2014,21442,John,J,George,$3000.00,12303,Thermal Chicago Corporation,10/23/2014
29546,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,12305,University of Chicago,10/23/2014
29548,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,18641,Wolf Point Owners LLC,10/23/2014
29553,07/01/2014,09/30/2014,21442,John,J,George,$2000.00,22526,"Franzia, Gianna",10/23/2014
29556,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,21928,Sheffield Construction LLC,10/23/2014
29557,07/01/2014,09/30/2014,21442,John,J,George,$1000.00,20107,"Tatosian, Oscar",10/23/2014
29572,07/01/2014,09/30/2014,21481,John,J,George,$2000.00,22525,FoodSmith Huron Associates LLC,10/23/2014
29576,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,12072,Standard Parking,10/23/2014
29583,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,12478,John Buck Co.,10/23/2014
29586,07/01/2014,09/30/2014,21481,John,J,George,$500.00,17921,"American Heritage Investments, LLC",10/23/2014
29592,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,18641,Wolf Point Owners LLC,10/23/2014
29593,07/01/2014,09/30/2014,21481,John,J,George,$500.00,22529,NEBEL Inc,10/23/2014
29607,07/01/2014,09/30/2014,21481,John,J,George,$500.00,19170,"AMLI Residential/ 900 S. Clark Associates, LLC",10/23/2014
29608,07/01/2014,09/30/2014,21481,John,J,George,$500.00,17923,LP Ventures LLP,10/23/2014
29617,07/01/2014,09/30/2014,21481,John,J,George,$5000.00,12215,"Lakeshore East, LLC",10/23/2014
29618,07/01/2014,09/30/2014,21481,John,J,George,$500.00,22527,Garvey Court LLC,10/23/2014
29626,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,12305,University of Chicago,10/23/2014
29631,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,12331,Hines Corp,10/23/2014
29635,07/01/2014,09/30/2014,21481,John,J,George,$3000.00,12328,Golub & Co.,10/23/2014
29637,07/01/2014,09/30/2014,21481,John,J,George,$5000.00,12021,O'Donnell Investment Co,10/23/2014
29642,07/01/2014,09/30/2014,21481,John,J,George,$3000.00,12303,Thermal Chicago Corporation,10/23/2014
29650,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,12310,"M & R Development, LLC",10/23/2014
29653,07/01/2014,09/30/2014,21481,John,J,George,$500.00,20106,Merchandise Mart,10/23/2014
29657,07/01/2014,09/30/2014,21481,John,J,George,$300.00,22521,121 E Cermak LLC,10/23/2014
29658,07/01/2014,09/30/2014,21481,John,J,George,$500.00,21922,Sears Holdings Corporation,10/23/2014
29668,07/01/2014,09/30/2014,21481,John,J,George,$500.00,15784,Johnny's Ice House,10/23/2014
29673,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,16344,Sterling Bay Companies,10/23/2014
29682,07/01/2014,09/30/2014,21481,John,J,George,$1000.00,20103,"Jupiter Realty Company,. LLC",10/23/2014
29684,07/01/2014,09/30/2014,21481,John,J,George,$500.00,21341,"One Financial Property, LLC",10/23/2014
30173,07/01/2014,09/30/2014,21485,John,J,George,$5000.00,12021,O'Donnell Investment Co,10/23/2014
30176,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,12072,Standard Parking,10/23/2014
30179,07/01/2014,09/30/2014,21485,John,J,George,$5000.00,12215,"Lakeshore East, LLC",10/23/2014
30187,07/01/2014,09/30/2014,21485,John,J,George,$3000.00,12303,Thermal Chicago Corporation,10/23/2014
30188,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,12305,University of Chicago,10/23/2014
30193,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,12310,"M & R Development, LLC",10/23/2014
30198,07/01/2014,09/30/2014,21485,John,J,George,$3000.00,12328,Golub & Co.,10/23/2014
30201,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,12331,Hines Corp,10/23/2014
30206,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,12478,John Buck Co.,10/23/2014
30211,07/01/2014,09/30/2014,21485,John,J,George,$500.00,15784,Johnny's Ice House,10/23/2014
30216,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,16344,Sterling Bay Companies,10/23/2014
30229,07/01/2014,09/30/2014,21485,John,J,George,$500.00,17921,"American Heritage Investments, LLC",10/23/2014
30233,07/01/2014,09/30/2014,21485,John,J,George,$500.00,17923,LP Ventures LLP,10/23/2014
30237,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,18641,Wolf Point Owners LLC,10/23/2014
30246,07/01/2014,09/30/2014,21485,John,J,George,$500.00,19170,"AMLI Residential/ 900 S. Clark Associates, LLC",10/23/2014
30256,07/01/2014,09/30/2014,21485,John,J,George,$1000.00,20103,"Jupiter Realty Company,. LLC",10/23/2014
30262,07/01/2014,09/30/2014,21485,John,J,George,$500.00,20106,Merchandise Mart,10/23/2014
30264,07/01/2014,09/30/2014,21485,John,J,George,$500.00,21341,"One Financial Property, LLC",10/23/2014
30271,07/01/2014,09/30/2014,21485,John,J,George,$500.00,21922,Sears Holdings Corporation,10/23/2014
30283,07/01/2014,09/30/2014,21485,John,J,George,$300.00,22521,121 E Cermak LLC,10/23/2014
30288,07/01/2014,09/30/2014,21485,John,J,George,$2000.00,22525,FoodSmith Huron Associates LLC,10/23/2014
30290,07/01/2014,09/30/2014,21485,John,J,George,$500.00,22527,Garvey Court LLC,10/23/2014
30293,07/01/2014,09/30/2014,21485,John,J,George,$500.00,22529,NEBEL Inc,10/23/2014
32627,07/01/2014,09/30/2014,22486,John,J,George,$300.00,22521,121 E Cermak LLC,01/12/2015
32632,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,12310,"M & R Development, LLC",01/12/2015
32643,07/01/2014,09/30/2014,22486,John,J,George,$500.00,21922,Sears Holdings Corporation,01/12/2015
32645,07/01/2014,09/30/2014,22486,John,J,George,$2000.00,22525,FoodSmith Huron Associates LLC,01/12/2015
32648,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,12478,John Buck Co.,01/12/2015
32650,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,12331,Hines Corp,01/12/2015
32671,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,20103,"Jupiter Realty Company,. LLC",01/12/2015
32677,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,18641,Wolf Point Owners LLC,01/12/2015
32682,07/01/2014,09/30/2014,22486,John,J,George,$5000.00,12021,O'Donnell Investment Co,01/12/2015
32686,07/01/2014,09/30/2014,22486,John,J,George,$500.00,17923,LP Ventures LLP,01/12/2015
32688,07/01/2014,09/30/2014,22486,John,J,George,$500.00,22527,Garvey Court LLC,01/12/2015
32691,07/01/2014,09/30/2014,22486,John,J,George,$500.00,17921,"American Heritage Investments, LLC",01/12/2015
32693,07/01/2014,09/30/2014,22486,John,J,George,$3000.00,24481,Enwave Chicago,01/12/2015
32697,07/01/2014,09/30/2014,22486,John,J,George,$500.00,21341,"One Financial Property, LLC",01/12/2015
32703,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,12305,University of Chicago,01/12/2015
32715,07/01/2014,09/30/2014,22486,John,J,George,$500.00,19170,"AMLI Residential/ 900 S. Clark Associates, LLC",01/12/2015
32720,07/01/2014,09/30/2014,22486,John,J,George,$5000.00,12215,"Lakeshore East, LLC",01/12/2015
32723,07/01/2014,09/30/2014,22486,John,J,George,$3000.00,12328,Golub & Co.,01/12/2015
32731,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,16344,Sterling Bay Companies,01/12/2015
32739,07/01/2014,09/30/2014,22486,John,J,George,$1000.00,12072,Standard Parking,01/12/2015
32744,07/01/2014,09/30/2014,22486,John,J,George,$500.00,22529,NEBEL Inc,01/12/2015
32748,07/01/2014,09/30/2014,22486,John,J,George,$500.00,20106,Merchandise Mart,01/12/2015
32754,07/01/2014,09/30/2014,22486,John,J,George,$500.00,15784,Johnny's Ice House,01/12/2015
32768,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,12072,Standard Parking,01/12/2015
32772,07/01/2014,09/30/2014,22487,John,J,George,$500.00,22529,NEBEL Inc,01/12/2015
32774,07/01/2014,09/30/2014,22487,John,J,George,$500.00,22527,Garvey Court LLC,01/12/2015
32777,07/01/2014,09/30/2014,22487,John,J,George,$500.00,17921,"American Heritage Investments, LLC",01/12/2015
32783,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,12310,"M & R Development, LLC",01/12/2015
32789,07/01/2014,09/30/2014,22487,John,J,George,$2000.00,22525,FoodSmith Huron Associates LLC,01/12/2015
32796,07/01/2014,09/30/2014,22487,John,J,George,$500.00,17923,LP Ventures LLP,01/12/2015
32800,07/01/2014,09/30/2014,22487,John,J,George,$500.00,21341,"One Financial Property, LLC",01/12/2015
32803,07/01/2014,09/30/2014,22487,John,J,George,$5000.00,12215,"Lakeshore East, LLC",01/12/2015
32808,07/01/2014,09/30/2014,22487,John,J,George,$500.00,15784,Johnny's Ice House,01/12/2015
32820,07/01/2014,09/30/2014,22487,John,J,George,$500.00,21922,Sears Holdings Corporation,01/12/2015
32827,07/01/2014,09/30/2014,22487,John,J,George,$3000.00,24481,Enwave Chicago,01/12/2015
32832,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,12478,John Buck Co.,01/12/2015
32835,07/01/2014,09/30/2014,22487,John,J,George,$500.00,19170,"AMLI Residential/ 900 S. Clark Associates, LLC",01/12/2015
32839,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,12331,Hines Corp,01/12/2015
32846,07/01/2014,09/30/2014,22487,John,J,George,$3000.00,12328,Golub & Co.,01/12/2015
32848,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,20103,"Jupiter Realty Company,. LLC",01/12/2015
32850,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,12305,University of Chicago,01/12/2015
32860,07/01/2014,09/30/2014,22487,John,J,George,$500.00,20106,Merchandise Mart,01/12/2015
32869,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,16344,Sterling Bay Companies,01/12/2015
32874,07/01/2014,09/30/2014,22487,John,J,George,$1000.00,18641,Wolf Point Owners LLC,01/12/2015
32894,07/01/2014,09/30/2014,22487,John,J,George,$300.00,22521,121 E Cermak LLC,01/12/2015
32896,07/01/2014,09/30/2014,22487,John,J,George,$5000.00,12021,O'Donnell Investment Co,01/12/2015
34296,07/01/2014,09/30/2014,22982,John,J,George,$5000.00,12021,O'Donnell Investment Co,01/26/2015
34299,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,12072,Standard Parking,01/26/2015
34302,07/01/2014,09/30/2014,22982,John,J,George,$5000.00,12215,"Lakeshore East, LLC",01/26/2015
34306,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,12305,University of Chicago,01/26/2015
34311,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,12310,"M & R Development, LLC",01/26/2015
34317,07/01/2014,09/30/2014,22982,John,J,George,$3000.00,12328,Golub & Co.,01/26/2015
34320,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,12331,Hines Corp,01/26/2015
34325,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,12478,John Buck Co.,01/26/2015
34329,07/01/2014,09/30/2014,22982,John,J,George,$500.00,15784,Johnny's Ice House,01/26/2015
34334,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,16344,Sterling Bay Companies,01/26/2015
34346,07/01/2014,09/30/2014,22982,John,J,George,$500.00,17921,"American Heritage Investments, LLC",01/26/2015
34349,07/01/2014,09/30/2014,22982,John,J,George,$500.00,17923,LP Ventures LLP,01/26/2015
34356,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,18641,Wolf Point Owners LLC,01/26/2015
34363,07/01/2014,09/30/2014,22982,John,J,George,$500.00,19170,"AMLI Residential/ 900 S. Clark Associates, LLC",01/26/2015
34370,07/01/2014,09/30/2014,22982,John,J,George,$1000.00,20103,"Jupiter Realty Company,. LLC",01/26/2015
