Year,LOBBYIST_ID,EMPLOYER_ID,CLIENT_ID,LOBBYIST_SALUTATION,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,LOBBYIST_SUFFIX,EMPLOYER_NAME,CLIENT_NAME
2015,28202,12045,24691,Mr.,Thomas,S,Moore,,Anderson & Moore PC,J & X Nail Spa
2015,24641,12045,24691,Mr.,Thomas,S,Moore,,Anderson & Moore PC,J & X Nail Spa
2015,26722,12045,24691,Mr.,Thomas,S,Moore,,Anderson & Moore PC,J & X Nail Spa
2015,23601,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,26722,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,23001,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,28202,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,24641,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,23881,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,27341,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,25781,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,25121,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,27582,12045,24687,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Irving Park Holdings, LLC"
2015,23881,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,25121,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,23001,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,26722,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,27582,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,28202,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,27341,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,25781,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,23601,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,24641,12045,24689,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Hibernian Development
2015,26722,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,25781,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,24641,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,27582,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,23601,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,27341,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,23881,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,28202,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,25121,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,23001,12045,22361,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Harris, Theodore J"
2015,28202,12045,27323,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Hampton, Margaret & Steve"
2015,27582,12045,27323,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Hampton, Margaret & Steve"
2015,27341,12045,27323,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Hampton, Margaret & Steve"
2015,23601,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,25781,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,25121,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,26722,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,27582,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,24641,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,27341,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,23881,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,23001,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,28202,12045,24241,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gibbons, Thomas"
2015,27582,12045,25904,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Gibbons Construction LLC
2015,28202,12045,25904,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Gibbons Construction LLC
2015,25781,12045,25904,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Gibbons Construction LLC
2015,27341,12045,25904,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Gibbons Construction LLC
2015,25121,12045,25904,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Gibbons Construction LLC
2015,26722,12045,25904,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Gibbons Construction LLC
2015,27582,12045,27007,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,26722,12045,26345,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,25781,12045,26345,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,27582,12045,26345,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,27341,12045,27007,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,28202,12045,27007,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,26722,12045,27007,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,27341,12045,26345,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,28202,12045,26345,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Gassman, David"
2015,23601,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,28202,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,24641,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,27341,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,23881,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,26722,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,25121,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,25781,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,27582,12045,25027,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Frosolone, Jonathon"
2015,28202,12045,27004,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Foster, Stephen"
2015,27341,12045,27004,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Foster, Stephen"
2015,26722,12045,27004,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Foster, Stephen"
2015,27582,12045,27004,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Foster, Stephen"
2015,27582,12045,27009,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Dalanjin, Inc"
2015,28202,12045,27009,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Dalanjin, Inc"
2015,27341,12045,27009,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Dalanjin, Inc"
2015,26722,12045,27009,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Dalanjin, Inc"
2015,27341,12045,27325,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cussen, Margaret"
2015,28202,12045,27325,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cussen, Margaret"
2015,27582,12045,27325,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cussen, Margaret"
2015,28202,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,25781,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,27582,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,24641,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,23601,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,23881,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,26722,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,25121,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,27341,12045,25026,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Cozzi, Mark"
2015,28202,12045,27482,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"City of Chicago, Department of Water Management"
2015,27582,12045,27482,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"City of Chicago, Department of Water Management"
2015,25781,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,28202,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,25121,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,27582,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,24641,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,26722,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,27341,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,23601,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,23001,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,23881,12045,24688,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Chicago Hope Academy
2015,23001,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,25121,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,25781,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,28202,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,27582,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,26722,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,24641,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,22335,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,23601,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,23881,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,27341,12045,13017,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Catholic Bishop of Chicago
2015,28202,12045,27823,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Brumfield, Terry"
2015,28202,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,27582,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,25781,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,23601,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,26722,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,23881,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,23001,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,24641,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,27341,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,25121,12045,18941,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boney, Tom"
2015,25781,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,24641,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,23881,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,23601,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,27341,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,28202,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,27582,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,25121,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,26722,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,23001,12045,24690,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Boboc, Dennis"
2015,28202,12045,27829,Mr.,Thomas,S,Moore,,Anderson & Moore PC,B & N Builders Eddy LLC
2015,28202,12045,27010,Mr.,Thomas,S,Moore,,Anderson & Moore PC,BNA Holdings LLC
2015,26722,12045,27010,Mr.,Thomas,S,Moore,,Anderson & Moore PC,BNA Holdings LLC
2015,27582,12045,27010,Mr.,Thomas,S,Moore,,Anderson & Moore PC,BNA Holdings LLC
2015,27341,12045,27010,Mr.,Thomas,S,Moore,,Anderson & Moore PC,BNA Holdings LLC
2015,27341,12045,25641,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"BCL - 1947 Chicago, LLC"
2015,25781,12045,25641,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"BCL - 1947 Chicago, LLC"
2015,27582,12045,25641,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"BCL - 1947 Chicago, LLC"
2015,26722,12045,25641,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"BCL - 1947 Chicago, LLC"
2015,28202,12045,25641,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"BCL - 1947 Chicago, LLC"
2015,25121,12045,25641,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"BCL - 1947 Chicago, LLC"
2015,24641,12045,25641,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"BCL - 1947 Chicago, LLC"
2015,23601,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,25781,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,27341,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,28202,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,26722,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,25121,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,23881,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,24641,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,27582,12045,25023,Mr.,Thomas,S,Moore,,Anderson & Moore PC,ALCOB Acquisition LLC
2015,23601,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,27582,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,23881,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,28202,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,25121,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,25781,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,26722,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,24641,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,27341,12045,25024,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aeon Holding LLC
2015,23881,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,26722,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,24641,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,27582,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,25121,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,25781,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,27341,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,28202,12045,25221,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Addivy Properties LLC
2015,26722,12045,27006,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Acciavatti, Brian"
2015,28202,12045,27006,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Acciavatti, Brian"
2015,27341,12045,27006,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Acciavatti, Brian"
2015,27582,12045,27006,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"Acciavatti, Brian"
2015,27582,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,23601,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,23881,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,28202,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,24641,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,25121,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,27341,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,25781,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,26722,12045,25021,Mr.,Thomas,S,Moore,,Anderson & Moore PC,Aberdeen Development
2015,27341,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,25781,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,28202,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,23881,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,27582,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,26722,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,24641,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,25121,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,23601,12045,23121,Mr.,Thomas,S,Moore,,Anderson & Moore PC,5820 N Clark LLC
2015,27582,12045,25901,Mr.,Thomas,S,Moore,,Anderson & Moore PC,420 Capital Management LLC
2015,26722,12045,25901,Mr.,Thomas,S,Moore,,Anderson & Moore PC,420 Capital Management LLC
2015,25121,12045,25901,Mr.,Thomas,S,Moore,,Anderson & Moore PC,420 Capital Management LLC
2015,28202,12045,25901,Mr.,Thomas,S,Moore,,Anderson & Moore PC,420 Capital Management LLC
2015,28202,12045,27824,Mr.,Thomas,S,Moore,,Anderson & Moore PC,420 Capital Management LLC
2015,25781,12045,25901,Mr.,Thomas,S,Moore,,Anderson & Moore PC,420 Capital Management LLC
2015,27341,12045,25901,Mr.,Thomas,S,Moore,,Anderson & Moore PC,420 Capital Management LLC
2015,28202,12045,27321,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"3F Properties, LLC"
2015,27582,12045,27321,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"3F Properties, LLC"
2015,27341,12045,27321,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"3F Properties, LLC"
2015,28202,12045,27008,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"35 S Aberdeen, LLC"
2015,27582,12045,27008,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"35 S Aberdeen, LLC"
2015,27341,12045,27008,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"35 S Aberdeen, LLC"
2015,26722,12045,27008,Mr.,Thomas,S,Moore,,Anderson & Moore PC,"35 S Aberdeen, LLC"
2015,23601,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,27582,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,24641,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,27341,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,25781,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,23881,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,25121,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,26722,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,28202,12045,25022,Mr.,Thomas,S,Moore,,Anderson & Moore PC,2107 W Ohio LLC
2015,23601,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,24641,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,28202,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,27582,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,26722,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,27341,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,25121,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,25781,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,23881,12045,22826,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1549 NNP LLC
2015,23601,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,27582,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,25781,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,26722,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,28202,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,24641,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,27341,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,25121,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,23001,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,23881,12045,24045,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1518 N Astor LLC
2015,27341,12045,25643,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1301 W Schubert LLC
2015,25121,12045,25643,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1301 W Schubert LLC
2015,25781,12045,25643,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1301 W Schubert LLC
2015,24641,12045,25643,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1301 W Schubert LLC
2015,28202,12045,25643,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1301 W Schubert LLC
2015,26722,12045,25643,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1301 W Schubert LLC
2015,27582,12045,25643,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1301 W Schubert LLC
2015,25781,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,25121,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,24641,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,23001,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,23601,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,27341,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,28202,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,27582,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,26722,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,23881,12045,24046,Mr.,Thomas,S,Moore,,Anderson & Moore PC,1243 W Henderson LLC
2015,28202,12045,27825,Mr.,Thomas,S,Moore,,Anderson & Moore PC,11st Wabash LLC
2015,22506,12068,12120,Mr.,John,W,Moore,,John Moore,Gold Coast Tickets
2015,26021,6981,17661,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,Monster Energy Company
2015,22489,6981,17661,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,Monster Energy Company
2015,26021,6981,26501,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,Mark J. Fary
2015,26021,6981,26241,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,L & R Parking
2015,26021,6981,14824,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,"EXP US Services, Inc."
2015,22489,6981,14824,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,"EXP US Services, Inc."
2015,22489,6981,20921,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,"Capitol Consulting Group Illinois, LLC"
2015,26021,6981,20921,Mr.,Robert,S,Molaro,,Robert S. Molaro & Associates,"Capitol Consulting Group Illinois, LLC"
2015,22933,4605,11783,Ms.,Eileen,M,Mitchell,,AT&T Illinois,AT&T Illinois
2015,27181,10144,20961,,Theresa,E,Mintle,,Chicagoland Chamber of Commerce,Chicagoland Chamber of Commerce
